통계표,계정코드,통화계약구분코드,단위,가중치,변환,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12
"4.3.2.1. 수입물가지수(기본분류)","총지수","원화기준","2015=100","1000.0","원자료","101.64","106.12","109.81","109.56","112.81","115.88","120.05","121.61","124.40","130.92","129.63","127.04","132.67","138.73","149.23","148.38","154.00","154.87","150.78","149.46","154.51","156.30","147.72","138.11","135.20","137.82","138.87","139.45","135.10","129.89","130.21","135.68","139.71","140.90","134.75","132.52"
"4.3.2.1. 수입물가지수(기본분류)","총지수","계약통화기준","2015=100","1000.0","원자료","102.89","106.28","108.48","109.26","112.05","115.37","117.43","117.40","119.20","124.34","123.26","120.80","125.16","130.44","138.18","136.62","138.11","138.32","132.18","130.00","128.23","126.95","124.82","121.94","123.42","123.78","121.61","120.72","116.48","114.72","115.73","118.06","120.85","120.23","118.20","116.49"
"4.3.2.1. 수입물가지수(기본분류)","총지수","달러기준","2015=100","1000.0","원자료","104.65","107.87","109.71","110.60","113.48","116.79","118.58","118.42","120.18","125.07","123.83","121.28","125.56","130.82","138.11","136.06","137.03","137.00","130.33","128.10","125.44","123.78","122.35","120.38","122.46","122.53","120.16","119.36","114.91","113.18","114.36","116.26","118.73","117.85","116.19","114.82"
"4.3.2.1. 수입물가지수(기본분류)","  농림수산품","원화기준","2015=100","42.1","원자료","102.53","106.19","109.69","111.93","115.34","114.77","118.00","121.23","123.54","125.14","125.96","125.21","127.89","131.98","137.63","141.55","146.87","144.93","142.30","142.46","148.52","146.91","137.61","129.89","124.60","127.86","130.44","129.08","127.69","123.41","123.06","127.50","129.03","130.25","127.12","126.31"
"4.3.2.1. 수입물가지수(기본분류)","  농림수산품","계약통화기준","2015=100","42.1","원자료","105.38","107.78","109.50","112.91","115.95","115.60","116.49","117.98","119.30","119.53","120.33","119.54","121.07","124.49","127.48","130.04","130.99","128.58","123.41","122.50","121.19","116.96","114.56","113.68","113.25","114.10","113.30","110.92","109.10","108.06","108.63","109.86","110.32","109.61","110.28","110.03"
"4.3.2.1. 수입물가지수(기본분류)","  농림수산품","달러기준","2015=100","42.1","원자료","105.64","108.02","109.67","113.08","116.12","115.75","116.65","118.15","119.45","119.65","120.41","119.62","121.13","124.55","127.47","129.90","130.79","128.30","123.08","122.19","120.70","116.44","114.08","113.33","112.99","113.79","112.98","110.60","108.73","107.63","108.20","109.36","109.77","109.06","109.71","109.54"
"4.3.2.1. 수입물가지수(기본분류)","    농림수산품","원화기준","2015=100","42.1","원자료","102.53","106.19","109.69","111.93","115.34","114.77","118.00","121.23","123.54","125.14","125.96","125.21","127.89","131.98","137.63","141.55","146.87","144.93","142.30","142.46","148.52","146.91","137.61","129.89","124.60","127.86","130.44","129.08","127.69","123.41","123.06","127.50","129.03","130.25","127.12","126.31"
"4.3.2.1. 수입물가지수(기본분류)","    농림수산품","계약통화기준","2015=100","42.1","원자료","105.38","107.78","109.50","112.91","115.95","115.60","116.49","117.98","119.30","119.53","120.33","119.54","121.07","124.49","127.48","130.04","130.99","128.58","123.41","122.50","121.19","116.96","114.56","113.68","113.25","114.10","113.30","110.92","109.10","108.06","108.63","109.86","110.32","109.61","110.28","110.03"
"4.3.2.1. 수입물가지수(기본분류)","    농림수산품","달러기준","2015=100","42.1","원자료","105.64","108.02","109.67","113.08","116.12","115.75","116.65","118.15","119.45","119.65","120.41","119.62","121.13","124.55","127.47","129.90","130.79","128.30","123.08","122.19","120.70","116.44","114.08","113.33","112.99","113.79","112.98","110.60","108.73","107.63","108.20","109.36","109.77","109.06","109.71","109.54"
"4.3.2.1. 수입물가지수(기본분류)","      농산물","원화기준","2015=100","20.0","원자료","106.90","110.53","113.74","115.49","119.94","118.95","123.89","129.15","132.45","135.87","138.03","138.56","140.87","150.93","156.52","159.44","167.06","162.71","156.56","159.30","166.37","166.33","156.84","148.34","143.03","145.20","146.11","143.28","141.22","135.94","136.59","139.88","141.37","143.13","139.13","137.53"
"4.3.2.1. 수입물가지수(기본분류)","      농산물","계약통화기준","2015=100","20.0","원자료","110.04","112.31","113.61","116.55","120.65","119.85","122.34","125.75","127.94","129.77","131.82","132.24","133.28","142.29","144.80","146.16","148.62","143.90","135.28","136.50","135.07","131.70","129.89","129.29","129.55","129.08","126.43","122.63","120.12","118.44","119.97","119.86","120.14","119.71","119.96","119.14"
"4.3.2.1. 수입물가지수(기본분류)","      농산물","달러기준","2015=100","20.0","원자료","110.03","112.30","113.60","116.54","120.63","119.84","122.33","125.74","127.93","129.75","131.81","132.23","133.27","142.28","144.79","146.15","148.61","143.89","135.27","136.49","135.06","131.69","129.88","129.28","129.54","129.07","126.42","122.62","120.11","118.43","119.96","119.86","120.13","119.70","119.95","119.13"
"4.3.2.1. 수입물가지수(기본분류)","        곡물및식량작물","원화기준","2015=100","10.2","원자료","119.11","126.15","129.09","132.95","138.56","137.20","143.60","150.79","154.05","157.10","156.37","157.40","161.05","178.63","187.56","189.73","198.25","188.69","178.79","181.29","191.38","195.55","186.44","176.04","168.14","169.26","167.36","158.22","151.68","144.53","147.63","150.37","151.15","151.11","145.06","138.56"
"4.3.2.1. 수입물가지수(기본분류)","        곡물및식량작물","계약통화기준","2015=100","10.2","원자료","122.63","128.20","128.96","134.20","139.39","138.27","141.84","146.85","148.85","150.08","149.37","150.26","152.41","168.44","173.57","173.97","176.41","166.92","154.53","155.38","155.41","154.89","154.45","153.46","152.31","150.50","144.84","135.46","129.03","125.93","129.67","128.88","128.46","126.41","125.09","120.07"
"4.3.2.1. 수입물가지수(기본분류)","        곡물및식량작물","달러기준","2015=100","10.2","원자료","122.63","128.20","128.96","134.20","139.39","138.27","141.84","146.85","148.85","150.08","149.37","150.26","152.41","168.44","173.57","173.97","176.41","166.92","154.53","155.38","155.41","154.89","154.45","153.46","152.31","150.50","144.84","135.46","129.03","125.93","129.67","128.88","128.46","126.41","125.09","120.07"
"4.3.2.1. 수입물가지수(기본분류)","          곡류","원화기준","2015=100","0.8","원자료","98.05","102.31","104.15","108.85","110.92","110.72","112.96","114.58","117.44","119.70","119.71","119.79","120.83","121.28","123.56","129.76","133.77","134.55","137.66","138.82","146.53","148.99","142.47","135.37","130.25","132.70","136.36","143.68","145.92","143.53","142.38","145.94","147.16","139.20","135.05","136.05"
"4.3.2.1. 수입물가지수(기본분류)","          곡류","계약통화기준","2015=100","0.8","원자료","101.01","104.06","104.12","109.95","111.66","111.66","111.66","111.66","113.54","114.43","114.43","114.43","114.43","114.43","114.43","119.06","119.11","119.11","119.06","119.06","119.06","118.09","118.09","118.09","118.09","118.09","118.09","123.09","124.23","125.18","125.18","125.18","125.18","116.53","116.53","117.98"
"4.3.2.1. 수입물가지수(기본분류)","          곡류","달러기준","2015=100","0.8","원자료","101.01","104.06","104.12","109.95","111.66","111.66","111.66","111.66","113.54","114.43","114.43","114.43","114.43","114.43","114.43","119.06","119.11","119.11","119.06","119.06","119.06","118.09","118.09","118.09","118.09","118.09","118.09","123.09","124.23","125.18","125.18","125.18","125.18","116.53","116.53","117.98"
"4.3.2.1. 수입물가지수(기본분류)","          맥류및잡곡","원화기준","2015=100","7.9","원자료","123.73","132.07","134.87","137.39","143.59","142.23","150.19","159.54","163.89","167.65","167.44","168.27","171.97","190.85","199.82","202.11","211.55","198.91","188.43","191.32","202.77","207.24","196.57","185.87","177.47","178.31","175.42","164.20","156.63","148.51","151.09","153.79","154.76","155.76","148.83","141.15"
"4.3.2.1. 수입물가지수(기본분류)","          맥류및잡곡","계약통화기준","2015=100","7.9","원자료","127.40","134.23","134.74","138.70","144.45","143.33","148.35","155.37","158.34","160.15","159.94","160.63","162.73","179.95","184.92","185.32","188.23","175.95","162.85","163.97","164.65","164.15","162.83","162.03","160.77","158.55","151.81","140.56","133.25","129.41","132.73","131.80","131.54","130.30","128.34","122.30"
"4.3.2.1. 수입물가지수(기본분류)","          맥류및잡곡","달러기준","2015=100","7.9","원자료","127.40","134.23","134.74","138.70","144.45","143.33","148.35","155.37","158.34","160.15","159.94","160.63","162.73","179.95","184.92","185.32","188.23","175.95","162.85","163.97","164.65","164.15","162.83","162.03","160.77","158.55","151.81","140.56","133.25","129.41","132.73","131.80","131.54","130.30","128.34","122.30"
"4.3.2.1. 수입물가지수(기본분류)","          콩류","원화기준","2015=100","1.5","원자료","110.69","112.75","117.18","127.47","132.18","130.18","130.92","130.22","128.33","128.24","124.48","126.99","131.79","152.01","164.22","163.89","170.36","170.79","156.92","158.25","163.18","166.73","163.84","152.96","145.83","147.91","148.20","141.26","135.12","130.31","138.26","141.04","140.60","139.16","136.41","132.10"
"4.3.2.1. 수입물가지수(기본분류)","          콩류","계약통화기준","2015=100","1.5","원자료","113.98","114.62","117.10","128.70","132.99","131.22","129.34","126.84","124.01","122.53","118.93","121.26","124.76","143.38","152.02","150.31","151.62","151.13","135.65","135.67","132.54","132.09","135.76","133.37","132.14","131.56","128.29","120.95","114.98","113.56","121.49","120.90","119.53","116.45","117.66","114.50"
"4.3.2.1. 수입물가지수(기본분류)","          콩류","달러기준","2015=100","1.5","원자료","113.98","114.62","117.10","128.70","132.99","131.22","129.34","126.84","124.01","122.53","118.93","121.26","124.76","143.38","152.02","150.31","151.62","151.13","135.65","135.67","132.54","132.09","135.76","133.37","132.14","131.56","128.29","120.95","114.98","113.56","121.49","120.90","119.53","116.45","117.66","114.50"
"4.3.2.1. 수입물가지수(기본분류)","        채소및과실","원화기준","2015=100","3.8","원자료","105.66","101.36","105.01","105.55","109.82","106.19","108.53","111.10","113.19","112.57","117.48","114.98","111.15","112.97","116.64","120.32","131.50","136.68","139.06","137.42","141.80","144.04","135.27","129.49","124.14","124.43","130.32","132.35","135.82","127.21","128.80","136.48","140.69","145.88","142.00","144.39"
"4.3.2.1. 수입물가지수(기본분류)","        채소및과실","계약통화기준","2015=100","3.8","원자료","108.84","103.09","104.96","106.60","110.53","107.06","107.25","108.24","109.41","107.59","112.27","109.82","105.24","106.57","108.00","110.38","117.08","120.98","120.25","117.85","115.21","114.14","112.12","112.94","112.52","110.69","112.84","113.36","115.61","110.91","113.21","117.03","119.65","122.10","122.52","125.18"
"4.3.2.1. 수입물가지수(기본분류)","        채소및과실","달러기준","2015=100","3.8","원자료","108.84","103.09","104.96","106.60","110.53","107.06","107.25","108.24","109.41","107.59","112.27","109.82","105.24","106.57","108.00","110.38","117.08","120.98","120.25","117.85","115.21","114.14","112.12","112.94","112.52","110.69","112.84","113.36","115.61","110.91","113.21","117.03","119.65","122.10","122.52","125.18"
"4.3.2.1. 수입물가지수(기본분류)","          과실","원화기준","2015=100","3.8","원자료","105.66","101.36","105.01","105.55","109.82","106.19","108.53","111.10","113.19","112.57","117.48","114.98","111.15","112.97","116.64","120.32","131.50","136.68","139.06","137.42","141.80","144.04","135.27","129.49","124.14","124.43","130.32","132.35","135.82","127.21","128.80","136.48","140.69","145.88","142.00","144.39"
"4.3.2.1. 수입물가지수(기본분류)","          과실","계약통화기준","2015=100","3.8","원자료","108.84","103.09","104.96","106.60","110.53","107.06","107.25","108.24","109.41","107.59","112.27","109.82","105.24","106.57","108.00","110.38","117.08","120.98","120.25","117.85","115.21","114.14","112.12","112.94","112.52","110.69","112.84","113.36","115.61","110.91","113.21","117.03","119.65","122.10","122.52","125.18"
"4.3.2.1. 수입물가지수(기본분류)","          과실","달러기준","2015=100","3.8","원자료","108.84","103.09","104.96","106.60","110.53","107.06","107.25","108.24","109.41","107.59","112.27","109.82","105.24","106.57","108.00","110.38","117.08","120.98","120.25","117.85","115.21","114.14","112.12","112.94","112.52","110.69","112.84","113.36","115.61","110.91","113.21","117.03","119.65","122.10","122.52","125.18"
"4.3.2.1. 수입물가지수(기본분류)","        기타작물","원화기준","2015=100","6.0","원자료","87.83","90.64","94.01","93.12","95.83","96.95","101.06","104.81","108.85","115.19","120.31","121.83","125.56","128.38","129.74","133.40","137.56","135.99","130.92","136.55","140.34","132.30","121.79","114.81","113.67","118.59","121.09","125.41","127.30","126.96","123.15","124.75","125.75","128.36","127.58","131.40"
"4.3.2.1. 수입물가지수(기본분류)","        기타작물","계약통화기준","2015=100","6.0","원자료","90.40","92.10","93.89","93.98","96.37","97.67","99.79","102.03","105.13","110.00","114.89","116.26","118.78","121.02","120.02","122.28","122.36","120.25","113.11","116.99","113.91","104.74","100.86","100.05","102.95","105.41","104.75","107.31","108.25","110.60","108.14","106.88","106.84","107.35","109.96","113.83"
"4.3.2.1. 수입물가지수(기본분류)","        기타작물","달러기준","2015=100","6.0","원자료","90.39","92.09","93.88","93.97","96.36","97.66","99.78","102.02","105.12","109.99","114.87","116.25","118.77","121.00","120.00","122.27","122.35","120.24","113.10","116.98","113.90","104.73","100.85","100.04","102.94","105.40","104.74","107.30","108.24","110.58","108.13","106.87","106.83","107.34","109.95","113.82"
"4.3.2.1. 수입물가지수(기본분류)","          잎담배","원화기준","2015=100","0.6","원자료","73.01","73.95","75.24","74.47","74.72","74.59","76.10","77.18","77.80","78.68","78.69","78.74","81.24","81.53","83.07","83.84","86.39","86.91","88.94","89.70","94.68","97.06","92.80","88.19","99.84","101.73","104.52","105.67","106.32","103.80","102.97","105.55","106.43","108.12","104.90","104.38"
"4.3.2.1. 수입물가지수(기본분류)","          잎담배","계약통화기준","2015=100","0.6","원자료","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41"
"4.3.2.1. 수입물가지수(기본분류)","          잎담배","달러기준","2015=100","0.6","원자료","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","75.13","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","76.84","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41","90.41"
"4.3.2.1. 수입물가지수(기본분류)","          천연고무","원화기준","2015=100","1.2","원자료","93.20","95.82","103.77","104.78","102.93","102.05","102.96","104.27","106.35","104.69","108.58","112.30","113.38","115.66","118.26","117.68","117.38","116.14","117.02","114.10","112.84","104.05","97.85","90.58","92.18","95.99","97.56","97.56","99.30","95.41","93.03","94.06","99.52","105.35","104.06","104.81"
"4.3.2.1. 수입물가지수(기본분류)","          천연고무","계약통화기준","2015=100","1.2","원자료","95.90","97.34","103.61","105.71","103.49","102.79","101.64","101.49","102.69","99.95","103.66","107.14","107.24","108.99","109.38","107.85","104.39","102.68","101.09","97.73","91.57","82.36","81.01","78.92","83.47","85.30","84.39","83.47","84.44","83.09","81.67","80.57","84.54","88.09","89.68","90.77"
"4.3.2.1. 수입물가지수(기본분류)","          천연고무","달러기준","2015=100","1.2","원자료","95.90","97.34","103.61","105.71","103.49","102.79","101.64","101.49","102.69","99.95","103.66","107.14","107.24","108.99","109.38","107.85","104.39","102.68","101.09","97.73","91.57","82.36","81.01","78.92","83.47","85.30","84.39","83.47","84.44","83.09","81.67","80.57","84.54","88.09","89.68","90.77"
"4.3.2.1. 수입물가지수(기본분류)","          기타식용작물","원화기준","2015=100","2.5","원자료","77.96","80.80","82.96","80.47","90.07","95.68","103.99","110.48","119.08","126.02","131.25","135.32","137.43","140.60","135.97","137.23","141.94","142.63","136.42","148.46","157.95","146.69","125.46","118.95","116.96","129.31","133.68","146.38","151.05","157.58","149.15","149.44","147.61","148.94","154.67","166.17"
"4.3.2.1. 수입물가지수(기본분류)","          기타식용작물","계약통화기준","2015=100","2.5","원자료","80.14","82.00","82.76","81.11","90.46","96.27","102.56","107.43","114.88","120.21","125.18","128.97","129.85","132.36","125.63","125.63","126.09","125.96","117.71","127.04","128.04","116.00","103.76","103.52","105.79","114.79","115.49","125.09","128.29","137.09","130.81","127.86","125.24","124.39","133.15","143.76"
"4.3.2.1. 수입물가지수(기본분류)","          기타식용작물","달러기준","2015=100","2.5","원자료","80.14","82.00","82.76","81.11","90.46","96.27","102.56","107.43","114.88","120.21","125.18","128.97","129.85","132.36","125.63","125.63","126.09","125.96","117.71","127.04","128.04","116.00","103.76","103.52","105.79","114.79","115.49","125.09","128.29","137.09","130.81","127.86","125.24","124.39","133.15","143.76"
"4.3.2.1. 수입물가지수(기본분류)","          기타비식용작물","원화기준","2015=100","1.7","원자료","100.60","104.35","106.44","105.72","105.82","104.37","107.70","111.63","113.94","128.10","136.29","134.16","142.49","146.53","153.63","164.87","172.78","167.38","155.55","163.00","163.88","155.42","150.88","142.48","134.17","132.98","134.03","134.02","133.45","129.43","128.27","131.44","131.78","133.42","126.79","126.54"
"4.3.2.1. 수입물가지수(기본분류)","          기타비식용작물","계약통화기준","2015=100","1.7","원자료","103.61","106.10","106.38","106.75","106.49","105.22","106.42","108.75","110.12","122.42","130.24","128.11","134.90","138.21","142.21","151.22","153.80","148.11","134.46","139.76","133.12","123.13","125.01","124.25","121.60","118.29","116.02","114.77","113.56","112.83","112.72","112.68","112.04","111.65","109.38","109.69"
"4.3.2.1. 수입물가지수(기본분류)","          기타비식용작물","달러기준","2015=100","1.7","원자료","103.58","106.07","106.35","106.72","106.46","105.18","106.39","108.72","110.09","122.39","130.20","128.07","134.86","138.16","142.17","151.17","153.75","148.06","134.42","139.71","133.08","123.09","124.97","124.22","121.57","118.26","116.00","114.74","113.54","112.80","112.69","112.66","112.01","111.62","109.35","109.66"
"4.3.2.1. 수입물가지수(기본분류)","      축산물","원화기준","2015=100","12.3","원자료","102.03","107.69","112.82","117.53","119.76","119.35","121.99","124.61","125.95","128.17","127.41","125.72","130.04","128.31","133.74","136.09","139.57","140.35","142.05","138.73","140.76","139.62","127.91","118.67","114.34","120.01","124.89","123.89","123.12","118.79","117.26","123.38","126.03","126.06","122.57","122.00"
"4.3.2.1. 수입물가지수(기본분류)","      축산물","계약통화기준","2015=100","12.3","원자료","105.44","109.85","113.12","119.06","120.91","120.71","120.92","121.78","122.13","122.89","122.15","120.44","123.51","121.42","124.21","125.23","124.64","124.61","123.21","119.32","114.70","110.97","106.34","103.82","103.95","107.10","108.46","106.45","105.13","103.88","103.38","106.12","107.50","105.83","106.08","106.10"
"4.3.2.1. 수입물가지수(기본분류)","      축산물","달러기준","2015=100","12.3","원자료","105.44","109.85","113.12","119.06","120.91","120.71","120.92","121.78","122.13","122.89","122.15","120.44","123.51","121.42","124.21","125.23","124.64","124.61","123.21","119.32","114.70","110.97","106.34","103.82","103.95","107.10","108.46","106.45","105.13","103.88","103.38","106.12","107.50","105.83","106.08","106.10"
"4.3.2.1. 수입물가지수(기본분류)","        낙농및육류","원화기준","2015=100","12.3","원자료","102.03","107.69","112.82","117.53","119.76","119.35","121.99","124.61","125.95","128.17","127.41","125.72","130.04","128.31","133.74","136.09","139.57","140.35","142.05","138.73","140.76","139.62","127.91","118.67","114.34","120.01","124.89","123.89","123.12","118.79","117.26","123.38","126.03","126.06","122.57","122.00"
"4.3.2.1. 수입물가지수(기본분류)","        낙농및육류","계약통화기준","2015=100","12.3","원자료","105.44","109.85","113.12","119.06","120.91","120.71","120.92","121.78","122.13","122.89","122.15","120.44","123.51","121.42","124.21","125.23","124.64","124.61","123.21","119.32","114.70","110.97","106.34","103.82","103.95","107.10","108.46","106.45","105.13","103.88","103.38","106.12","107.50","105.83","106.08","106.10"
"4.3.2.1. 수입물가지수(기본분류)","        낙농및육류","달러기준","2015=100","12.3","원자료","105.44","109.85","113.12","119.06","120.91","120.71","120.92","121.78","122.13","122.89","122.15","120.44","123.51","121.42","124.21","125.23","124.64","124.61","123.21","119.32","114.70","110.97","106.34","103.82","103.95","107.10","108.46","106.45","105.13","103.88","103.38","106.12","107.50","105.83","106.08","106.10"
"4.3.2.1. 수입물가지수(기본분류)","          도축육","원화기준","2015=100","11.7","원자료","103.68","109.39","114.25","118.85","121.34","121.13","123.81","126.11","126.49","128.07","127.52","126.05","131.00","128.90","133.16","135.10","138.18","138.92","140.44","137.28","139.45","139.10","127.32","118.92","114.46","119.76","123.93","122.94","122.78","118.93","117.45","123.20","125.96","126.28","122.59","122.36"
"4.3.2.1. 수입물가지수(기본분류)","          도축육","계약통화기준","2015=100","11.7","원자료","106.73","111.17","114.13","119.95","122.04","122.04","122.27","122.79","122.19","122.33","121.79","120.31","123.97","121.53","123.21","123.86","122.93","122.87","121.37","117.63","113.21","110.16","105.45","103.66","103.69","106.48","107.25","105.24","104.46","103.63","103.16","105.59","107.05","105.64","105.71","106.02"
"4.3.2.1. 수입물가지수(기본분류)","          도축육","달러기준","2015=100","11.7","원자료","106.73","111.17","114.13","119.95","122.04","122.04","122.27","122.79","122.19","122.33","121.79","120.31","123.97","121.53","123.21","123.86","122.93","122.87","121.37","117.63","113.21","110.16","105.45","103.66","103.69","106.48","107.25","105.24","104.46","103.63","103.16","105.59","107.05","105.64","105.71","106.02"
"4.3.2.1. 수입물가지수(기본분류)","          가금육","원화기준","2017.12=100","0.6","원자료","81.87","87.14","97.86","105.06","102.75","98.59","100.58","109.57","129.14","143.52","138.71","132.68","125.46","130.69","158.83","169.11","180.88","182.25","187.30","180.84","180.29","164.30","152.52","126.25","123.89","137.39","156.37","155.26","142.50","128.33","126.06","139.67","140.50","134.99","135.13","128.07"
"4.3.2.1. 수입물가지수(기본분류)","          가금육","계약통화기준","2017.12=100","0.6","원자료","84.16","88.42","97.62","105.88","103.20","99.18","99.18","106.53","124.58","136.89","132.29","126.46","118.54","123.03","146.76","154.82","160.71","160.97","161.63","154.75","146.16","129.93","126.14","109.88","112.06","121.97","135.10","132.69","121.03","111.65","110.56","119.51","119.23","112.75","116.33","110.80"
"4.3.2.1. 수입물가지수(기본분류)","          가금육","달러기준","2017.12=100","0.6","원자료","84.16","88.42","97.62","105.88","103.20","99.18","99.18","106.53","124.58","136.89","132.29","126.46","118.54","123.03","146.76","154.82","160.71","160.97","161.63","154.75","146.16","129.93","126.14","109.88","112.06","121.97","135.10","132.69","121.03","111.65","110.56","119.51","119.23","112.75","116.33","110.80"
"4.3.2.1. 수입물가지수(기본분류)","      임산물","원화기준","2015=100","1.2","원자료","110.39","115.61","124.32","131.24","139.91","145.15","149.64","145.08","142.05","145.02","134.66","121.38","125.13","132.01","146.61","153.76","156.56","149.39","146.01","145.73","152.55","149.30","136.03","128.44","125.22","132.56","137.58","135.44","124.79","114.52","113.21","118.15","118.85","120.87","118.43","121.00"
"4.3.2.1. 수입물가지수(기본분류)","      임산물","계약통화기준","2015=100","1.2","원자료","113.61","117.46","124.17","132.44","140.69","146.23","147.77","141.25","137.20","138.50","128.59","115.84","118.40","124.45","135.65","140.95","139.27","132.13","126.15","124.86","123.84","118.21","112.65","111.94","113.42","117.85","119.04","115.91","106.14","99.77","99.43","101.24","100.98","101.09","102.10","104.82"
"4.3.2.1. 수입물가지수(기본분류)","      임산물","달러기준","2015=100","1.2","원자료","113.61","117.46","124.17","132.44","140.69","146.23","147.77","141.25","137.20","138.50","128.59","115.84","118.40","124.45","135.65","140.95","139.27","132.13","126.15","124.86","123.84","118.21","112.65","111.94","113.42","117.85","119.04","115.91","106.14","99.77","99.43","101.24","100.98","101.09","102.10","104.82"
"4.3.2.1. 수입물가지수(기본분류)","        임산물","원화기준","2015=100","1.2","원자료","110.39","115.61","124.32","131.24","139.91","145.15","149.64","145.08","142.05","145.02","134.66","121.38","125.13","132.01","146.61","153.76","156.56","149.39","146.01","145.73","152.55","149.30","136.03","128.44","125.22","132.56","137.58","135.44","124.79","114.52","113.21","118.15","118.85","120.87","118.43","121.00"
"4.3.2.1. 수입물가지수(기본분류)","        임산물","계약통화기준","2015=100","1.2","원자료","113.61","117.46","124.17","132.44","140.69","146.23","147.77","141.25","137.20","138.50","128.59","115.84","118.40","124.45","135.65","140.95","139.27","132.13","126.15","124.86","123.84","118.21","112.65","111.94","113.42","117.85","119.04","115.91","106.14","99.77","99.43","101.24","100.98","101.09","102.10","104.82"
"4.3.2.1. 수입물가지수(기본분류)","        임산물","달러기준","2015=100","1.2","원자료","113.61","117.46","124.17","132.44","140.69","146.23","147.77","141.25","137.20","138.50","128.59","115.84","118.40","124.45","135.65","140.95","139.27","132.13","126.15","124.86","123.84","118.21","112.65","111.94","113.42","117.85","119.04","115.91","106.14","99.77","99.43","101.24","100.98","101.09","102.10","104.82"
"4.3.2.1. 수입물가지수(기본분류)","          원목","원화기준","2015=100","1.2","원자료","110.39","115.61","124.32","131.24","139.91","145.15","149.64","145.08","142.05","145.02","134.66","121.38","125.13","132.01","146.61","153.76","156.56","149.39","146.01","145.73","152.55","149.30","136.03","128.44","125.22","132.56","137.58","135.44","124.79","114.52","113.21","118.15","118.85","120.87","118.43","121.00"
"4.3.2.1. 수입물가지수(기본분류)","          원목","계약통화기준","2015=100","1.2","원자료","113.61","117.46","124.17","132.44","140.69","146.23","147.77","141.25","137.20","138.50","128.59","115.84","118.40","124.45","135.65","140.95","139.27","132.13","126.15","124.86","123.84","118.21","112.65","111.94","113.42","117.85","119.04","115.91","106.14","99.77","99.43","101.24","100.98","101.09","102.10","104.82"
"4.3.2.1. 수입물가지수(기본분류)","          원목","달러기준","2015=100","1.2","원자료","113.61","117.46","124.17","132.44","140.69","146.23","147.77","141.25","137.20","138.50","128.59","115.84","118.40","124.45","135.65","140.95","139.27","132.13","126.15","124.86","123.84","118.21","112.65","111.94","113.42","117.85","119.04","115.91","106.14","99.77","99.43","101.24","100.98","101.09","102.10","104.82"
"4.3.2.1. 수입물가지수(기본분류)","      수산물","원화기준","2015=100","8.6","원자료","93.75","94.58","95.61","94.81","96.83","96.00","96.39","97.57","100.10","96.95","99.01","98.94","100.00","100.02","104.88","112.26","115.93","115.67","114.17","114.10","123.37","118.36","113.21","109.00","102.33","103.89","106.23","107.30","107.51","105.93","105.38","109.62","109.92","111.54","110.44","110.36"
"4.3.2.1. 수입물가지수(기본분류)","      수산물","계약통화기준","2015=100","8.6","원자료","95.28","95.05","94.74","94.96","96.68","96.09","94.60","94.36","96.11","92.27","94.29","94.17","94.44","94.15","97.17","103.63","104.07","103.59","100.17","99.17","102.36","96.03","95.86","96.62","93.89","93.75","93.36","93.26","93.14","94.27","94.54","96.23","95.88","95.83","97.84","97.88"
"4.3.2.1. 수입물가지수(기본분류)","      수산물","달러기준","2015=100","8.6","원자료","96.53","96.14","95.53","95.71","97.42","96.76","95.22","95.02","96.72","92.63","94.59","94.46","94.65","94.33","97.06","102.94","103.17","102.34","98.68","97.80","100.18","93.76","93.79","95.04","92.71","92.40","91.95","91.87","91.49","92.32","92.59","93.97","93.44","93.33","95.26","95.66"
"4.3.2.1. 수입물가지수(기본분류)","        신선수산물","원화기준","2015=100","1.7","원자료","87.36","86.75","85.50","85.42","88.58","85.42","89.30","89.66","98.49","88.30","90.09","92.87","94.56","89.97","94.57","93.29","95.23","91.62","95.44","96.51","112.24","104.58","105.70","106.75","98.93","99.20","101.90","101.15","99.77","93.87","94.44","102.99","101.10","94.56","94.13","95.73"
"4.3.2.1. 수입물가지수(기본분류)","        신선수산물","계약통화기준","2015=100","1.7","원자료","84.47","83.48","82.12","83.07","85.86","83.31","85.44","84.41","92.14","82.78","84.80","87.25","88.45","84.00","87.94","88.58","88.71","86.61","88.97","88.70","100.51","92.68","96.44","99.78","94.38","93.76","94.01","92.19","91.64","89.65","90.89","97.92","96.25","89.20","91.67","91.87"
